method_id,method_label,t_s,theta_true,theta_sched,e_y,e_psi,F_cmd,omega_cmd,j_du_cumulative,theta_true_deg,theta_sched_deg,ey_rmse,epsi_rmse,j_du
ZS_LPV_MPC,Zero-grade,4.81,0.0464191394872764,0.0,0.0,0.0,101.107059929286,1.02039531724024e-05,0.09558472021273685,2.659620781250002,0.0,0.7001758044341911,0.18454878431172017,700.5287606764912
ZS_LPV_MPC,Zero-grade,4.82,0.0468218005810963,0.0,0.0,0.0,101.882412127917,1.03217869293765e-05,0.09572292044996028,2.682691562500003,0.0,0.7001758044341911,0.18454878431172017,700.5287606764912
ZS_LPV_MPC,Zero-grade,4.83,0.0472244616749161,0.0,0.0,0.0,102.649180479114,1.04417406332352e-05,0.09585807762338497,2.705762343749999,0.0,0.7001758044341911,0.18454878431172017,700.5287606764912
ZS_LPV_MPC,Zero-grade,4.84,0.047627122768736,0.0,0.0,0.0,103.388067938154,1.05389028546149e-05,0.09598358444571292,2.728833125000001,0.0,0.7001758044341911,0.18454878431172017,700.5287606764912
ZS_LPV_MPC,Zero-grade,4.85,0.0480297838625559,0.0,0.0,0.0,104.093570858006,1.06099204215532e-05,0.09609800613994733,2.751903906250002,0.0,0.7001758044341911,0.18454878431172017,700.5287606764912
ZS_LPV_MPC,Zero-grade,4.86,0.0484339666653173,0.0,0.0,0.0,104.850559253012,1.06786046016744e-05,0.09622973750320567,2.775061874999999,0.0,0.7001758044341911,0.18454878431172017,700.5287606764912
ZS_LPV_MPC,Zero-grade,4.87,0.0488381494680788,0.0,0.0,0.0,105.634225982939,1.07981545893615e-05,0.09637091762816992,2.798219843750002,0.0,0.7001758044341911,0.18454878431172017,700.5287606764912
ZS_LPV_MPC,Zero-grade,4.88,0.0492423322708402,0.0,0.0,0.0,106.409074600552,1.09197252540078e-05,0.09650893840523125,2.8213778124999984,0.0,0.7001758044341911,0.18454878431172017,700.5287606764912
ZS_LPV_MPC,Zero-grade,4.89,0.0496465150736017,0.0,0.0,0.0,107.155721440677,1.10183104793243e-05,0.09663709507278727,2.844535781250001,0.0,0.7001758044341911,0.18454878431172017,700.5287606764912
ZS_LPV_MPC,Zero-grade,4.9,0.0500506978763632,0.0,0.0,0.0,107.868643656139,1.10905599497307e-05,0.09675393601193652,2.8676937500000035,0.0,0.7001758044341911,0.18454878431172017,700.5287606764912
ZS_LPV_MPC,Zero-grade,4.91,0.0504558951517523,0.0,0.0,0.0,108.633029758696,1.11603652739184e-05,0.09688825465878302,2.890909843749999,0.0,0.7001758044341911,0.18454878431172017,700.5287606764912
ZS_LPV_MPC,Zero-grade,4.92,0.0508610924271415,0.0,0.0,0.0,109.423992264782,1.12811643602079e-05,0.09703207573603219,2.9141259375000006,0.0,0.7001758044341911,0.18454878431172017,700.5287606764912
ZS_LPV_MPC,Zero-grade,4.93,0.0512662897025307,0.0,0.0,0.0,110.205914776538,1.14039495697632e-05,0.09717262810715652,2.937342031250002,0.0,0.7001758044341911,0.18454878431172017,700.5287606764912
ZS_LPV_MPC,Zero-grade,4.94,0.0516714869779199,0.0,0.0,0.0,110.959351446246,1.15036337346858e-05,0.09730312622560724,2.960558125000003,0.0,0.7001758044341911,0.18454878431172017,700.5287606764912
ZS_LPV_MPC,Zero-grade,4.95,0.052076684253309,0.0,0.0,0.0,111.678767073666,1.15768596826576e-05,0.09742210527042934,2.9837742187499985,0.0,0.7001758044341911,0.18454878431172017,700.5287606764912
ZS_LPV_MPC,Zero-grade,4.96,0.0524823887650121,0.0,0.0,0.0,112.449561264132,1.1647562479164e-05,0.09755868542768363,3.0070193750000023,0.0,0.7001758044341911,0.18454878431172017,700.5287606764912
ZS_LPV_MPC,Zero-grade,4.97,0.0528880932767151,0.0,0.0,0.0,113.246797587489,1.17693427894444e-05,0.09770479709556405,3.03026453125,0.0,0.7001758044341911,0.18454878431172017,700.5287606764912
ZS_LPV_MPC,Zero-grade,4.98,0.0532937977884182,0.0,0.0,0.0,114.034784428541,1.18930876935458e-05,0.09784753807525856,3.0535096875000036,0.0,0.7001758044341911,0.18454878431172017,700.5287606764912
ZS_LPV_MPC,Zero-grade,4.99,0.0536995023001212,0.0,0.0,0.0,114.794038250809,1.19936564699635e-05,0.09798005907908122,3.0767548437500016,0.0,0.7001758044341911,0.18454878431172017,700.5287606764912
ZS_LPV_MPC,Zero-grade,5.0,0.0541052068118242,0.0,0.0,0.0,115.519018485908,1.20676874983822e-05,0.09810088582420402,3.099999999999999,0.0,0.7001758044341911,0.18454878431172017,700.5287606764912
ZS_LPV_MPC,Zero-grade,5.01,0.0545109113235272,0.0,0.0,0.0,116.295228447531,1.21391288401135e-05,0.0982393920091518,3.1232451562499968,0.0,0.7001758044341911,0.18454878431172017,700.5287606764912
ZS_LPV_MPC,Zero-grade,5.02,0.0549166158352303,0.0,0.0,0.0,117.097714010392,1.22616736730613e-05,0.09838743409618636,3.1464903125,0.0,0.7001758044341911,0.18454878431172017,700.5287606764912
ZS_LPV_MPC,Zero-grade,5.03,0.0553223203469333,0.0,0.0,0.0,117.890753209357,1.23861644693996e-05,0.09853201137689786,3.1697354687499986,0.0,0.7001758044341911,0.18454878431172017,700.5287606764912
ZS_LPV_MPC,Zero-grade,5.04,0.0557280248586364,0.0,0.0,0.0,118.654849257086,1.24874378057832e-05,0.09866622810566915,3.192980625000002,0.0,0.7001758044341911,0.18454878431172017,700.5287606764912
ZS_LPV_MPC,Zero-grade,5.05,0.0561337293703394,0.0,0.0,0.0,119.384463105117,1.25621310102936e-05,0.09878860428204583,3.2162257812499995,0.0,0.7001758044341911,0.18454878431172017,700.5287606764912
ZS_LPV_MPC,Zero-grade,5.06,0.0565389266457286,0.0,0.0,0.0,120.165094464783,1.26341760291332e-05,0.09892869286128582,3.2394418750000007,0.0,0.7001758044341911,0.18454878431172017,700.5287606764912
ZS_LPV_MPC,Zero-grade,5.07,0.0569441239211178,0.0,0.0,0.0,120.971802811836,1.27572899357581e-05,0.09907829708133295,3.2626579687500024,0.0,0.7001758044341911,0.18454878431172017,700.5287606764912
ZS_LPV_MPC,Zero-grade,5.08,0.0573493211965069,0.0,0.0,0.0,121.768880609189,1.28823314169274e-05,0.09922435064800722,3.285874062499998,0.0,0.7001758044341911,0.18454878431172017,700.5287606764912
