record_type,contrast_id,priority,target,comparator,path_id,metric,target_value,comparator_value,effect_comparator_minus_target,relative_effect_pct,target_to_comparator_ratio,positive_favors_target,estimate,bootstrap_mean,ci95_low,ci95_high,iterations,random_seed,n_paths,controller_id,mean_theta_sched_mae_deg
route_effect,A3_ORACLE_VS_ZS,primary,Oracle_LPV_MPC,ZS_LPV_MPC,p04_soft_updown_straight_turn,j_du,0.5905737249043524,0.2992764992468628,-0.2912972256574896,-97.3338121738749,1.973338121738749,True,,,,,,,,,
route_effect,A3_ORACLE_VS_ZS,primary,Oracle_LPV_MPC,ZS_LPV_MPC,p05_factory_flat_logistics,j_du,0.0188101262988197,0.0188101262988197,0.0,0.0,1.0,True,,,,,,,,,
route_effect,A3_ORACLE_VS_ZS,primary,Oracle_LPV_MPC,ZS_LPV_MPC,p06_downhill_after_turn,j_du,0.3369959430579839,0.1644748851075509,-0.172521057950433,-104.89203736948691,2.048920373694869,True,,,,,,,,,
route_effect,A3_IMU_VS_ZS,secondary,IMU_LPV_MPC,ZS_LPV_MPC,p01_factory_logistics_showcase,ey_rmse,6.815340839994544,6.860239278175246,0.0448984381807022,0.6544733552303266,0.9934552664476968,True,,,,,,,,,
route_effect,A3_IMU_VS_ZS,secondary,IMU_LPV_MPC,ZS_LPV_MPC,p02_sharp_turn_transition,ey_rmse,0.9408892174683574,1.2696829570530817,0.3287937395847242,25.89573544783577,0.7410426455216423,True,,,,,,,,,
route_effect,A3_IMU_VS_ZS,secondary,IMU_LPV_MPC,ZS_LPV_MPC,p03_long_updown,ey_rmse,0.6587662001585773,0.7001758044341911,0.0414096042756138,5.914172414037744,0.9408582758596226,True,,,,,,,,,
route_effect,A3_IMU_VS_ZS,secondary,IMU_LPV_MPC,ZS_LPV_MPC,p04_soft_updown_straight_turn,ey_rmse,0.0037682183704861,0.0031655133299739,-0.0006027050405121,-19.03972524156621,1.190397252415662,True,,,,,,,,,
route_effect,A3_IMU_VS_ZS,secondary,IMU_LPV_MPC,ZS_LPV_MPC,p05_factory_flat_logistics,ey_rmse,0.0062456449650039,0.0059530234877096,-0.0002926214772943,-4.915510209198129,1.0491551020919814,True,,,,,,,,,
route_effect,A3_IMU_VS_ZS,secondary,IMU_LPV_MPC,ZS_LPV_MPC,p06_downhill_after_turn,ey_rmse,0.0433955418117697,0.043566150634146,0.0001706088223763,0.3916086684110607,0.9960839133158894,True,,,,,,,,,
route_effect,A3_IMU_VS_ZS,secondary,IMU_LPV_MPC,ZS_LPV_MPC,p01_factory_logistics_showcase,epsi_rmse,1.8879664492019292,1.4852956097133874,-0.4026708394885421,-27.110484731469995,1.2711048473147,True,,,,,,,,,
route_effect,A3_IMU_VS_ZS,secondary,IMU_LPV_MPC,ZS_LPV_MPC,p02_sharp_turn_transition,epsi_rmse,0.1716477230214685,0.2197445428771021,0.0480968198556336,21.88760604741527,0.7811239395258472,True,,,,,,,,,
route_effect,A3_IMU_VS_ZS,secondary,IMU_LPV_MPC,ZS_LPV_MPC,p03_long_updown,epsi_rmse,0.1722553949997454,0.1845487843117201,0.0122933893119747,6.661322293627265,0.9333867770637272,True,,,,,,,,,
route_effect,A3_IMU_VS_ZS,secondary,IMU_LPV_MPC,ZS_LPV_MPC,p04_soft_updown_straight_turn,epsi_rmse,0.0077758809825276,0.0075050696575375,-0.00027081132499,-3.608378567386711,1.0360837856738672,True,,,,,,,,,
route_effect,A3_IMU_VS_ZS,secondary,IMU_LPV_MPC,ZS_LPV_MPC,p05_factory_flat_logistics,epsi_rmse,0.0081685065949145,0.0076132914908095,-0.000555215104105,-7.292707822566157,1.0729270782256617,True,,,,,,,,,
route_effect,A3_IMU_VS_ZS,secondary,IMU_LPV_MPC,ZS_LPV_MPC,p06_downhill_after_turn,epsi_rmse,0.1411473926901354,0.1475434416880615,0.0063960489979261,4.3350276533800365,0.9566497234661996,True,,,,,,,,,
route_effect,A3_IMU_VS_ZS,secondary,IMU_LPV_MPC,ZS_LPV_MPC,p01_factory_logistics_showcase,j_du,2895.577730455037,1931.3989856239816,-964.1787448310554,-49.92126184220584,1.4992126184220584,True,,,,,,,,,
route_effect,A3_IMU_VS_ZS,secondary,IMU_LPV_MPC,ZS_LPV_MPC,p02_sharp_turn_transition,j_du,664.7323073096884,1543.6733209609306,878.9410136512422,56.93827843731243,0.4306172156268757,True,,,,,,,,,
route_effect,A3_IMU_VS_ZS,secondary,IMU_LPV_MPC,ZS_LPV_MPC,p03_long_updown,j_du,658.6195055938759,700.5287606764912,41.90925508261523,5.982517411868149,0.9401748258813184,True,,,,,,,,,
route_effect,A3_IMU_VS_ZS,secondary,IMU_LPV_MPC,ZS_LPV_MPC,p04_soft_updown_straight_turn,j_du,0.3244333858227813,0.2992764992468628,-0.0251568865759184,-8.405901111255455,1.0840590111125543,True,,,,,,,,,
route_effect,A3_IMU_VS_ZS,secondary,IMU_LPV_MPC,ZS_LPV_MPC,p05_factory_flat_logistics,j_du,0.0176917833347921,0.0188101262988197,0.0011183429640275,5.945430382876872,0.9405456961712312,True,,,,,,,,,
route_effect,A3_IMU_VS_ZS,secondary,IMU_LPV_MPC,ZS_LPV_MPC,p06_downhill_after_turn,j_du,0.1601627857430889,0.1644748851075509,0.004312099364462,2.6217372710990485,0.9737826272890096,True,,,,,,,,,
route_effect,A3_ORACLE_VS_IMU,upper_bound_gap,Oracle_LPV_MPC,IMU_LPV_MPC,p01_factory_logistics_showcase,ey_rmse,0.0044092234510659,6.815340839994544,6.810931616543479,99.93530443224218,0.0006469556775783,True,,,,,,,,,
route_effect,A3_ORACLE_VS_IMU,upper_bound_gap,Oracle_LPV_MPC,IMU_LPV_MPC,p02_sharp_turn_transition,ey_rmse,0.0203804178463,0.9408892174683574,0.9205087996220572,97.83391950211336,0.0216608049788661,True,,,,,,,,,
route_effect,A3_ORACLE_VS_IMU,upper_bound_gap,Oracle_LPV_MPC,IMU_LPV_MPC,p03_long_updown,ey_rmse,0.0360719628495244,0.6587662001585773,0.6226942373090528,94.52431487212894,0.0547568512787105,True,,,,,,,,,
route_effect,A3_ORACLE_VS_IMU,upper_bound_gap,Oracle_LPV_MPC,IMU_LPV_MPC,p04_soft_updown_straight_turn,ey_rmse,0.0030268221201903,0.0037682183704861,0.0007413962502957,19.674981049469764,0.8032501895053024,True,,,,,,,,,
route_effect,A3_ORACLE_VS_IMU,upper_bound_gap,Oracle_LPV_MPC,IMU_LPV_MPC,p05_factory_flat_logistics,ey_rmse,0.0059530234877096,0.0062456449650039,0.0002926214772943,4.685208316098127,0.9531479168390188,True,,,,,,,,,
route_effect,A3_ORACLE_VS_IMU,upper_bound_gap,Oracle_LPV_MPC,IMU_LPV_MPC,p06_downhill_after_turn,ey_rmse,0.005038935300525,0.0433955418117697,0.0383566065112447,88.38835721332474,0.1161164278667526,True,,,,,,,,,
route_effect,A3_ORACLE_VS_IMU,upper_bound_gap,Oracle_LPV_MPC,IMU_LPV_MPC,p01_factory_logistics_showcase,epsi_rmse,0.0064854797129746,1.8879664492019292,1.881480969488955,99.65648331750197,0.0034351668249804,True,,,,,,,,,
route_effect,A3_ORACLE_VS_IMU,upper_bound_gap,Oracle_LPV_MPC,IMU_LPV_MPC,p02_sharp_turn_transition,epsi_rmse,0.0181861519088102,0.1716477230214685,0.1534615711126582,89.40495592444552,0.1059504407555448,True,,,,,,,,,
route_effect,A3_ORACLE_VS_IMU,upper_bound_gap,Oracle_LPV_MPC,IMU_LPV_MPC,p03_long_updown,epsi_rmse,0.0226603874234492,0.1722553949997454,0.1495950075762961,86.8448895760375,0.1315511042396249,True,,,,,,,,,
route_effect,A3_ORACLE_VS_IMU,upper_bound_gap,Oracle_LPV_MPC,IMU_LPV_MPC,p04_soft_updown_straight_turn,epsi_rmse,0.0071139231764985,0.0077758809825276,0.000661957806029,8.512962164885431,0.9148703783511456,True,,,,,,,,,
route_effect,A3_ORACLE_VS_IMU,upper_bound_gap,Oracle_LPV_MPC,IMU_LPV_MPC,p05_factory_flat_logistics,epsi_rmse,0.0076132914908095,0.0081685065949145,0.000555215104105,6.797020944448874,0.9320297905555112,True,,,,,,,,,
route_effect,A3_ORACLE_VS_IMU,upper_bound_gap,Oracle_LPV_MPC,IMU_LPV_MPC,p06_downhill_after_turn,epsi_rmse,0.0062966542211829,0.1411473926901354,0.1348507384689524,95.53895109135584,0.0446104890864415,True,,,,,,,,,
route_effect,A3_ORACLE_VS_IMU,upper_bound_gap,Oracle_LPV_MPC,IMU_LPV_MPC,p01_factory_logistics_showcase,j_du,0.0294419177010728,2895.577730455037,2895.548288537336,99.99898321093606,1.016789063937374e-05,True,,,,,,,,,
route_effect,A3_ORACLE_VS_IMU,upper_bound_gap,Oracle_LPV_MPC,IMU_LPV_MPC,p02_sharp_turn_transition,j_du,0.4338855502985799,664.7323073096884,664.2984217593898,99.93472777755386,0.0006527222244614,True,,,,,,,,,
route_effect,A3_ORACLE_VS_IMU,upper_bound_gap,Oracle_LPV_MPC,IMU_LPV_MPC,p03_long_updown,j_du,1.1513094740153067,658.6195055938759,657.4681961198606,99.82519353522986,0.0017480646477015,True,,,,,,,,,
route_effect,A3_ORACLE_VS_IMU,upper_bound_gap,Oracle_LPV_MPC,IMU_LPV_MPC,p04_soft_updown_straight_turn,j_du,0.5905737249043524,0.3244333858227813,-0.2661403390815711,-82.03235262197948,1.8203235262197948,True,,,,,,,,,
route_effect,A3_ORACLE_VS_IMU,upper_bound_gap,Oracle_LPV_MPC,IMU_LPV_MPC,p05_factory_flat_logistics,j_du,0.0188101262988197,0.0176917833347921,-0.0011183429640275,-6.321256273968931,1.0632125627396891,True,,,,,,,,,
route_effect,A3_ORACLE_VS_IMU,upper_bound_gap,Oracle_LPV_MPC,IMU_LPV_MPC,p06_downhill_after_turn,j_du,0.3369959430579839,0.1601627857430889,-0.176833157314895,-110.40839262033464,2.1040839262033466,True,,,,,,,,,
bootstrap_summary,A3_ORACLE_VS_ZS,primary,Oracle_LPV_MPC,ZS_LPV_MPC,,ey_rmse,,,,,,,1.4679837236765056,1.4729203662961263,0.1171514065563091,3.746816090827332,10000.0,20260715.0,6.0,,
bootstrap_summary,A3_ORACLE_VS_ZS,primary,Oracle_LPV_MPC,ZS_LPV_MPC,,epsi_rmse,,,,,,,0.3306491419674822,0.3312707963513824,0.0506529128862046,0.8000447207231401,10000.0,20260715.0,6.0,,
bootstrap_summary,A3_ORACLE_VS_ZS,primary,Oracle_LPV_MPC,ZS_LPV_MPC,,j_du,,,,,,,695.5871020059634,698.037494479518,116.40830243921,1339.4542529553248,10000.0,20260715.0,6.0,,
bootstrap_summary,A3_IMU_VS_ZS,secondary,IMU_LPV_MPC,ZS_LPV_MPC,,ey_rmse,,,,,,,0.0690628440576017,0.0695056475807501,0.0066315933437295,0.1780996203774813,10000.0,20260715.0,6.0,,
bootstrap_summary,A3_IMU_VS_ZS,secondary,IMU_LPV_MPC,ZS_LPV_MPC,,epsi_rmse,,,,,,,-0.0561184346253504,-0.0563237093342481,-0.1983130492099717,0.0250241476524745,10000.0,20260715.0,6.0,,
bootstrap_summary,A3_IMU_VS_ZS,secondary,IMU_LPV_MPC,ZS_LPV_MPC,,j_du,,,,,,,-7.22470042357423,-6.598579066886158,-475.1041237874371,439.4677513776466,10000.0,20260715.0,6.0,,
bootstrap_summary,A3_ORACLE_VS_IMU,upper_bound_gap,Oracle_LPV_MPC,IMU_LPV_MPC,,ey_rmse,,,,,,,1.398920879618904,1.403414718715376,0.1105198132125796,3.66271508467314,10000.0,20260715.0,6.0,,
bootstrap_summary,A3_ORACLE_VS_IMU,upper_bound_gap,Oracle_LPV_MPC,IMU_LPV_MPC,,epsi_rmse,,,,,,,0.3867675765928327,0.3875945056856306,0.0478133486442528,0.9913602408269748,10000.0,20260715.0,6.0,,
bootstrap_summary,A3_ORACLE_VS_IMU,upper_bound_gap,Oracle_LPV_MPC,IMU_LPV_MPC,,j_du,,,,,,,702.8118024295377,704.6360735464042,109.43018846401728,1668.024223858696,10000.0,20260715.0,6.0,,
method_accuracy_summary,,,,,,,,,,,,,,,,,,,,IMU_LPV_MPC,2.7281985084476155
method_accuracy_summary,,,,,,,,,,,,,,,,,,,,Oracle_LPV_MPC,0.12284556426641163
method_accuracy_summary,,,,,,,,,,,,,,,,,,,,ZS_LPV_MPC,2.7806214484912353
