t_s,e_y,e_psi,e_v,e_omega,xy_error,X,Y,X_ref,Y_ref,F_cmd,omega_cmd,F_limit_lo,F_limit_hi,omega_limit_lo,omega_limit_hi,theta_true,theta_ref,theta_imu_raw,theta_sched,solve_time_ms
58.06,0.00702609351405613,-0.0148017931781235,0.000968640362706941,0.00207776503135584,0.255650653333316,40.1626091299052,-24.0773694531068,40.406864989438,-24.1528434991999,29.6677874715654,0.059060411009111,-643.847563645382,676.152436354618,-1.48084939638438,1.55515060361562,0,0,0,0,0.0263902
58.07,0.00689635942348827,-0.014310073129401,0.000968645206856911,-0.00296745855676657,0.25563806213949,40.1710585350865,-24.0798630699846,40.4153441133619,-24.1551981551779,29.6467602086607,0.0597945487495483,-643.847563645382,676.152436354618,-1.48084939638438,1.55515060361562,0,0,0,0,0.0255886
58.08,0.00677144986942783,-0.0137155041237518,0.000967680766863932,0.00126311448594062,0.255625611477689,40.1795093001264,-24.0823520574828,40.4238232372859,-24.1575528111558,29.6673724610712,0.0589549332551061,-643.847563645382,676.152436354618,-1.48084939638438,1.55515060361562,0,0,0,0,0.0255283
58.09,0.00665127321526893,-0.0132086344393514,0.000967666504335218,0.000160187846705663,0.255613295239396,40.1879613965403,-24.0848365027901,40.4323023612099,-24.1599074671338,29.673935701617,0.0589027312651044,-643.847563645382,676.152436354618,-1.48084939638438,1.55515060361562,0,0,0,0,0.0272812
58.1,0.00717807553057502,-0.015430663453584,0.000967954784828251,0.00449457192568229,0.255601103527088,40.1964148543714,-24.0873163167308,40.4407814851338,-24.1622621231117,29.7396702893432,0.0601881725203813,-643.659126398372,676.340873601628,-1.48041599071626,1.55558400928374,0,0,0,0,0.0262585
58.11,0.00704323340211203,-0.0149138714415601,0.000971273195068401,0.001594239272344,0.255588347083198,40.2048696604563,-24.0897915941673,40.4492670522919,-24.1645934526247,29.7289152417918,0.0602878261977341,-643.659126398372,676.340873601628,-1.48041599071626,1.55558400928374,0,0,0,0,0.0258971
58.12,0.00691315649601076,-0.0144047715002169,0.000974095752310666,0.000308393158770036,0.255575700854405,40.2133258339486,-24.0922623056407,40.45775261945,-24.1669247821377,29.6941236016694,0.0603427669691402,-643.659126398372,676.340873601628,-1.48041599071626,1.55558400928374,0,0,0,0,0.0260375
58.13,0.00678773647631226,-0.0138703140378061,0.000975314465186838,0.00475849509481318,0.255563168666402,40.2217833319125,-24.094728551684,40.466238186608,-24.1692561116507,29.7151991565599,0.0594368732579343,-643.659126398372,676.340873601628,-1.48041599071626,1.55558400928374,0,0,0,0,0.02597
58.14,0.00666692881418866,-0.0133504256118116,0.000977504657865058,0.00233862481668429,0.255550748103904,40.2302421364851,-24.0971903735596,40.4747237537661,-24.1715874411638,29.7108516749115,0.0595474058206921,-643.659126398372,676.340873601628,-1.48041599071626,1.55558400928374,0,0,0,0,0.0254614
58.15,0.00719279355135712,-0.0156073440556264,0.000979494392212454,-0.00281745918592586,0.255538431555876,40.2387022717675,-24.0996476934344,40.4832093209242,-24.1739187706768,29.6512581965774,0.0603710485117946,-643.73536099364,676.26463900636,-1.48059133028537,1.55540866971463,0,0,0,0,0.0254462
