sample_index,debug_step,t_s,theta_true_deg,theta_mtcn_deg,theta_rkf_deg,rkf_theta_variance_rad2,rkf_observer_valid,observer_update_available,rkf_uncertainty_halfwidth_deg,delta_abs_error_deg,rkf_locally_better
1511,1511.0,15.11,5.499999999999999,4.423796726209299,5.510554261047129,4.345024325470222e-07,1,1,0.074024385328413,-1.0656490127435703,1
1512,1512.0,15.12,5.499999999999999,4.42328851891933,5.508984055305365,4.34394290498538e-07,1,1,0.07401517289802818,-1.0677274257753036,1
1513,1513.0,15.13,5.499999999999999,4.4223563372285,5.507271140048714,4.342819862622768e-07,1,1,0.0740056046843614,-1.070372522722784,1
1514,1514.0,15.14,5.499999999999999,4.421372442661805,5.507224538250481,4.341735480557766e-07,1,1,0.073996364678659,-1.071403019087712,1
1515,1515.0,15.15,5.499999999999999,4.420784407319106,5.506455945172713,4.340613373416204e-07,1,1,0.07398680200318657,-1.072759647508179,1
1516,1516.0,15.16,5.499999999999999,4.4208088787890825,5.506631998348129,4.3395073137027187e-07,1,1,0.07397737487529008,-1.0725591228627867,1
1517,1517.0,15.17,5.499999999999999,4.418842717439332,5.506025618077334,4.338394006580616e-07,1,1,0.07396788476323214,-1.0751316644833322,1
1518,1518.0,15.18,5.499999999999999,4.416414014771531,5.504271323871642,4.337276710155412e-07,1,1,0.07395835942104807,-1.0793146613568254,1
1519,1519.0,15.19,5.499999999999999,4.4118478806398285,5.50287266539664,4.33617756422499e-07,1,1,0.0739489876209503,-1.0852794539635298,1
1520,1520.0,15.2,5.499999999999999,4.40779152315254,5.500214879983933,4.3350560680046886e-07,1,1,0.07393942402813185,-1.0919935968635244,1
1521,1521.0,15.21,5.499999999999999,4.408973468875706,5.498509764493369,4.3339366436245566e-07,1,1,0.07392987686926958,-1.0895362956176635,1
1522,1522.0,15.22,5.499999999999999,4.410477855207058,5.497060931962241,4.3328208546929306e-07,1,1,0.07392035948875085,-1.0865830767551827,1
1523,1523.0,15.23,5.499999999999999,4.408838535609641,5.495085841381016,4.3316750188904165e-07,1,1,0.07391058454098696,-1.0862473057713746,1
1524,1524.0,15.24,5.499999999999999,4.407002079316637,5.493130013358247,4.330563628807135e-07,1,1,0.07390110220909768,-1.0861279340416097,1
1525,1525.0,15.25,5.499999999999999,4.409632456227448,5.491564982186617,4.3294190008735215e-07,1,1,0.0738913350213328,-1.0819325259591688,1
1526,1526.0,15.26,5.499999999999999,4.413811113550017,5.48989460263626,4.3282857639839185e-07,1,1,0.07388166376210334,-1.0760834890862423,1
1527,1527.0,15.27,5.499999999999999,4.413929338020164,5.48739683575592,4.3271715734543315e-07,1,1,0.07387215381372528,-1.0734674977357557,1
1528,1528.0,15.28,5.499999999999999,4.412989021622119,5.484251133118142,4.3260413635818653e-07,1,1,0.0738625058845212,-1.071262111496023,1
1529,1529.0,15.29,5.499999999999999,4.412351942625975,5.480810014606234,4.3249067427267747e-07,1,1,0.07385281903361597,-1.0684580719802597,1
1530,1530.0,15.3,5.499999999999999,4.411275616145048,5.47981439642906,4.323785913734463e-07,1,1,0.07384324868338973,-1.0685387802840127,1
1531,1531.0,15.31,5.499999999999999,4.410855116430296,5.478358823507884,4.322649442159377e-07,1,1,0.07383354350024586,-1.067503707077588,1
1532,1532.0,15.32,5.499999999999999,4.406845931191875,5.479437428024372,4.3215246984000143e-07,1,1,0.07382393721351688,-1.072591496832497,1
1533,1533.0,15.33,5.499999999999999,4.405462605044978,5.4771703299942445,4.3203780065556434e-07,1,1,0.07381414218410673,-1.0717077249492668,1
1534,1534.0,15.34,5.499999999999999,4.404956262774548,5.475981785216284,4.3192540629853686e-07,1,1,0.0738045402086815,-1.0710255224417358,1
1535,1535.0,15.35,5.499999999999999,4.402083936471313,5.4751499127366925,4.318144663455898e-07,1,1,0.073795061259389,-1.0730659762653794,1
1536,1536.0,15.36,5.499999999999999,4.401434431102676,5.473703585268603,4.3170067101846207e-07,1,1,0.07378533707561248,-1.0722691541659266,1
1537,1537.0,15.37,5.499999999999999,4.4014815980495,5.472555710007822,4.3158279839017047e-07,1,1,0.07377526312164777,-1.071074111958322,1
1538,1538.0,15.38,5.499999999999999,4.401766203709063,5.4707955350315824,4.3146731062872484e-07,1,1,0.07376539165541388,-1.0690293313225192,1
1539,1539.0,15.39,5.499999999999999,4.398886260161412,5.471219045557694,4.3135438016202535e-07,1,1,0.07375573749962903,-1.0723327853962825,1
1540,1540.0,15.4,5.499999999999999,4.396695523828258,5.470014648425246,4.3123721289131534e-07,1,1,0.07374571981374034,-1.0733191245969875,1
1541,1541.0,15.41,5.499999999999999,4.399443412099688,5.468699754961788,4.311198979672778e-07,1,1,0.07373568814006755,-1.0692563428620998,1
1542,1542.0,15.42,5.499999999999999,4.402355554830329,5.4656280843169665,4.3100368385974866e-07,1,1,0.07372574925208177,-1.0632725294866372,1
1543,1543.0,15.43,5.499999999999999,4.40432874189177,5.463764189610095,4.308882435727886e-07,1,1,0.07371587521626992,-1.0594354477183252,1
1544,1544.0,15.44,5.499999999999999,4.405280082086277,5.464065923631768,4.3077440871850966e-07,1,1,0.07370613720376008,-1.0587858415454914,1
1545,1545.0,15.45,5.499999999999999,4.403947101954338,5.462635872538436,4.3065860208227705e-07,1,1,0.07369622919461229,-1.058688770584098,1
1546,1546.0,15.46,5.499999999999999,4.405183382318576,5.460928117928219,4.305410016129698e-07,1,1,0.07368616634803765,-1.0557447356096432,1
1547,1547.0,15.47,5.499999999999999,4.406198975445663,5.458969650015449,4.304252758579505e-07,1,1,0.07367626257545565,-1.0527706745697865,1
1548,1548.0,15.48,5.499999999999999,4.406548334999697,5.457769300250741,4.303096462534883e-07,1,1,0.07366636570159397,-1.0512209652510434,1
1549,1549.0,15.49,5.499999999999999,4.406415086755795,5.458821075790978,4.301938779363223e-07,1,1,0.07365645562295825,-1.052405989035183,1
1550,1550.0,15.5,5.499999999999999,4.404091332667599,5.458295824538132,4.300739268335789e-07,1,1,0.0736461860799757,-1.0542044918705331,1
1551,1551.0,15.51,5.499999999999999,4.404405084905754,5.4579912742676475,4.2995845146957856e-07,1,1,0.0736362983716704,-1.0535861893618934,1
1552,1552.0,15.52,5.499999999999999,4.404286373559924,5.4561865995161405,4.2983923053818557e-07,1,1,0.07362608855174417,-1.0519002259562162,1
1553,1553.0,15.53,5.499999999999999,4.40367265370371,5.453998201602786,4.2972129903979595e-07,1,1,0.07361598776292827,-1.0503255478990763,1
1554,1554.0,15.54,5.499999999999999,4.402825793934242,5.453340385743069,4.296039433637386e-07,1,1,0.07360593491710543,-1.0505145918088274,1
1555,1555.0,15.55,5.499999999999999,4.399862164955801,5.450931167480432,4.294848919767361e-07,1,1,0.07359573541131224,-1.0510690025246312,1
1556,1556.0,15.56,5.499999999999999,4.400283107096735,5.449087396745138,4.293673636286257e-07,1,1,0.07358566500232673,-1.0488042896484027,1
1557,1557.0,15.57,5.499999999999999,4.400735087017223,5.446066229670756,4.2924883064332745e-07,1,1,0.07357550711498978,-1.0453311426535334,1
1558,1558.0,15.58,5.499999999999999,4.400856535608987,5.444120488696737,4.291305101050136e-07,1,1,0.07356536603483135,-1.0432639530877506,1
1559,1559.0,15.59,5.499999999999999,4.4008187347827965,5.442315387067569,4.290124852336727e-07,1,1,0.07355524890293955,-1.0414966522847724,1
1560,1560.0,15.6,5.499999999999999,4.401042444135862,5.440833165240682,4.2889572138997383e-07,1,1,0.07354523849724243,-1.0397907211048203,1
1561,1561.0,15.61,5.499999999999999,4.402295142853879,5.437920819617608,4.287789053786389e-07,1,1,0.07353522225546853,-1.035625676763729,1
1562,1562.0,15.62,5.499999999999999,4.402457896254823,5.435490777050737,4.286580059486573e-07,1,1,0.07352485444921938,-1.033032880795914,1
1563,1563.0,15.63,5.499999999999999,4.402087684809417,5.4337762788025925,4.2853876397192564e-07,1,1,0.07351462734666428,-1.0316885939931755,1
1564,1564.0,15.64,5.499999999999999,4.401410930557565,5.431188279756923,4.2841898793490907e-07,1,1,0.07350435300648839,-1.0297773491993585,1
1565,1565.0,15.65,5.499999999999999,4.401083773544934,5.431532866072762,4.2830009571222667e-07,1,1,0.07349415305907571,-1.030449092527828,1
1566,1566.0,15.66,5.499999999999999,4.400909750183248,5.4300111057292195,4.281830130150858e-07,1,1,0.07348410697001083,-1.0291013555459712,1
1567,1567.0,15.67,5.499999999999999,4.399715572754045,5.428542361384672,4.2806521885770886e-07,1,1,0.07347399844911988,-1.028826788630627,1
1568,1568.0,15.68,5.499999999999999,4.398103891885959,5.426540196518377,4.2794849752344356e-07,1,1,0.073463980620712,-1.028436304632418,1
1569,1569.0,15.69,5.499999999999999,4.394168506699885,5.424351770390787,4.2783089716796193e-07,1,1,0.07345388596692269,-1.030183263690902,1
1570,1570.0,15.7,5.499999999999999,4.390062653242211,5.422293836640244,4.2771277816980626e-07,1,1,0.07344374539687874,-1.032231183398033,1
1571,1571.0,15.71,5.499999999999999,4.390102547399896,5.421174155010994,4.2759509635021656e-07,1,1,0.07343364096625177,-1.0310716076110982,1
1572,1572.0,15.72,5.499999999999999,4.391028707436716,5.4201802115489235,4.2747775790268315e-07,1,1,0.07342356463386113,-1.0291515041122077,1
1573,1573.0,15.73,5.499999999999999,4.391591165847631,5.420085264778135,4.2735531497356435e-07,1,1,0.07341304848417368,-1.028494098930504,1
1574,1574.0,15.74,5.499999999999999,4.389095605600821,5.418431982573879,4.2723398784734397e-07,1,1,0.07340262668040035,-1.029336376973058,1
1575,1575.0,15.75,5.499999999999999,4.387148360173434,5.415473923412502,4.271130709287841e-07,1,1,0.0733922386403869,-1.0283255632390684,1
1576,1576.0,15.76,5.499999999999999,4.390562792626871,5.415905922000367,4.2699406966497743e-07,1,1,0.07338201373956231,-1.0253431293734963,1
1577,1577.0,15.77,5.499999999999999,4.392897043759832,5.414545423247575,4.2687025430636407e-07,1,1,0.07337137368652503,-1.0216483794877433,1
1578,1578.0,15.78,5.499999999999999,4.393441618987471,5.413937123093156,4.267472845739447e-07,1,1,0.07336080477480844,-1.0204955041056847,1
1579,1579.0,15.79,5.499999999999999,4.393517256424276,5.412294358424104,4.2662575115780986e-07,1,1,0.07335035781426577,-1.0187771019998282,1
1580,1580.0,15.8,5.499999999999999,4.392998747495283,5.410279196390532,4.265052392007009e-07,1,1,0.07333999718848944,-1.0172804488952494,1
1581,1581.0,15.81,5.499999999999999,4.393022765291978,5.409483179122775,4.2638711792539977e-07,1,1,0.07332984067328868,-1.0164604138307967,1
1582,1582.0,15.82,5.499999999999999,4.392359243816425,5.408266716211158,4.2626824901017596e-07,1,1,0.07331961845286696,-1.0159074723947334,1
1583,1583.0,15.83,5.499999999999999,4.39160069632107,5.408304660985707,4.261500160577835e-07,1,1,0.073309449508579,-1.0167039646646376,1
1584,1584.0,15.84,5.499999999999999,4.391277434699576,5.406157044449574,4.260291334995725e-07,1,1,0.0732990512192511,-1.0148796097499977,1
1585,1585.0,15.85,5.499999999999999,4.3905198949669675,5.404654297525885,4.259111104556221e-07,1,1,0.07328889748128775,-1.0141344025589172,1
1586,1586.0,15.86,5.499999999999999,4.390068730090787,5.405191810807254,4.257919316504672e-07,1,1,0.07327864288340732,-1.0151230807164664,1
1587,1587.0,15.87,5.499999999999999,4.390494678172767,5.40379776635402,4.256682037222438e-07,1,1,0.07326799534321235,-1.013303088181253,1
1588,1588.0,15.88,5.499999999999999,4.3912476518432415,5.401303561899499,4.255469983167715e-07,1,1,0.07325756338088091,-1.0100559100562574,1
1589,1589.0,15.89,5.499999999999999,4.391950061845033,5.399491592505204,4.2542298917853294e-07,1,1,0.07324688856790412,-1.0075415306601716,1
1590,1590.0,15.9,5.499999999999999,4.392937516235888,5.398357076884672,4.2530124446405546e-07,1,1,0.07323640716488258,-1.0054195606487841,1
1591,1591.0,15.91,5.499999999999999,4.393874292927456,5.397219593096556,4.251801256968195e-07,1,1,0.07322597816298455,-1.0033453001690997,1
1592,1592.0,15.92,5.499999999999999,4.394698930057657,5.394882643279041,4.250582863409618e-07,1,1,0.07321548561556689,-1.000183713221384,1
1593,1593.0,15.93,5.499999999999999,4.395494225652109,5.3913804215916,4.249374238804523e-07,1,1,0.07320507571044167,-0.9958861959394909,1
1594,1594.0,15.94,5.499999999999999,4.396052571343071,5.387831791818104,4.248130723303889e-07,1,1,0.07319436374416262,-0.9917792204750331,1
1595,1595.0,15.95,5.499999999999999,4.393753530146125,5.385256447849547,4.2469172519342133e-07,1,1,0.07318390907429898,-0.9915029177034222,1
1596,1596.0,15.96,5.499999999999999,4.390013657774249,5.382864500835813,4.245684808260968e-07,1,1,0.07317328941951068,-0.9928508430615643,1
1597,1597.0,15.97,5.499999999999999,4.390510221325435,5.381219285210504,4.2444786585031626e-07,1,1,0.07316289484025525,-0.9907090638850686,1
1598,1598.0,15.98,5.499999999999999,4.392056138502654,5.377449188417437,4.243273915332954e-07,1,1,0.07315251090851793,-0.9853930499147827,1
1599,1599.0,15.99,5.499999999999999,4.393087541732665,5.375320844008705,4.24203675152514e-07,1,1,0.07314184600232149,-0.9822333022760397,1
1600,1600.0,16.0,5.499999999999999,4.390784282676663,5.374570380584698,4.240807673697669e-07,1,1,0.07313124926082329,-0.9837860979080348,1
1601,1601.0,16.01,5.499999999999999,4.388906787860745,5.371755288957358,4.239567082623922e-07,1,1,0.07312055169821707,-0.9828485010966128,1
1602,1602.0,16.02,5.499999999999999,4.39156732180552,5.371365894506332,4.2383473051407675e-07,1,1,0.07311003208418163,-0.9797985727008118,1
1603,1603.0,16.03,5.499999999999999,4.394407982565468,5.368565449427414,4.237134283824586e-07,1,1,0.07309956923542917,-0.9741574668619455,1
1604,1604.0,16.04,5.499999999999999,4.395699851592424,5.367040200864343,4.2358759987226995e-07,1,1,0.073088714383716,-0.9713403492719195,1
1605,1605.0,16.05,5.499999999999999,4.395973233979853,5.3654903984578235,4.234628904197688e-07,1,1,0.07307795447887239,-0.9695171644779705,1
1606,1606.0,16.06,5.499999999999999,4.396619310465582,5.36272690650239,4.233381174382408e-07,1,1,0.07306718750703887,-0.9661075960368075,1
1607,1607.0,16.07,5.499999999999999,4.397218202726206,5.360684936530151,4.232160505304247e-07,1,1,0.07305665251348671,-0.9634667338039451,1
1608,1608.0,16.08,5.499999999999999,4.3968833567654215,5.358699809277451,4.2309559020427593e-07,1,1,0.07304625468655473,-0.9618164525120294,1
1609,1609.0,16.09,5.499999999999999,4.396739210656839,5.357530936189345,4.229769320403069e-07,1,1,0.07303601097040702,-0.9607917255325065,1
1610,1610.0,16.1,5.499999999999999,4.395633958723385,5.355317675300522,4.2285377542772203e-07,1,1,0.07302537738513053,-0.9596837165771364,1
1611,1611.0,16.11,5.499999999999999,4.395563027374456,5.352434282694627,4.2273059796211494e-07,1,1,0.07301474045033521,-0.9568712553201717,1
1612,1612.0,16.12,5.499999999999999,4.396152244269076,5.349102435346476,4.2260746308755044e-07,1,1,0.07300410564443817,-0.9529501910773996,1
1613,1613.0,16.13,5.499999999999999,4.39609999809681,5.347531499581222,4.224862875755457e-07,1,1,0.07299363855041376,-0.9514315014844117,1
1614,1614.0,16.14,5.499999999999999,4.396038599867848,5.3456393975152325,4.2236220814944186e-07,1,1,0.07298291906184126,-0.9496007976473848,1
1615,1615.0,16.15,5.499999999999999,4.395922667919753,5.344529348068044,4.2223949092392083e-07,1,1,0.07297231570787252,-0.9486066801482913,1
1616,1616.0,16.16,5.499999999999999,4.395316113229656,5.342257510608063,4.221153746398826e-07,1,1,0.0729615899011555,-0.9469413973784073,1
1617,1617.0,16.17,5.499999999999999,4.39473317335943,5.339523666759146,4.2199302529762154e-07,1,1,0.0729510152454819,-0.944790493399716,1
1618,1618.0,16.18,5.499999999999999,4.394794482279199,5.33824177795975,4.218729210945485e-07,1,1,0.07294063314609235,-0.9434472956805511,1
1619,1619.0,16.19,5.499999999999999,4.395163251356474,5.337535868902131,4.217516803424556e-07,1,1,0.07293015130163451,-0.942372617545657,1
1620,1620.0,16.2,5.499999999999999,4.396058360088305,5.336508257602945,4.216309335148152e-07,1,1,0.07291971066179634,-0.9404498975146396,1
1621,1621.0,16.21,5.499999999999999,4.393537894618925,5.334513635841388,4.2150900061779395e-07,1,1,0.07290916594865467,-0.9409757412224629,1
1622,1622.0,16.22,5.499999999999999,4.393975304459628,5.333772933963342,4.213896064403587e-07,1,1,0.07289883930509856,-0.9397976295037136,1
1623,1623.0,16.23,5.499999999999999,4.39570891275324,5.331997465772112,4.21268614165202e-07,1,1,0.0728883729462839,-0.9362885530188718,1
1624,1624.0,16.24,5.499999999999999,4.396448135714928,5.331460118295744,4.2114597063641654e-07,1,1,0.07287776221279792,-0.9350119825808161,1
1625,1625.0,16.25,5.499999999999999,4.3967859933470095,5.329620660504836,4.2102379878714995e-07,1,1,0.07286719075133904,-0.9328346671578265,1
1626,1626.0,16.26,5.499999999999999,4.396222397580052,5.327933046113371,4.2090128462391273e-07,1,1,0.07285658812927705,-0.9317106485333184,1
1627,1627.0,16.27,5.499999999999999,4.397271363294446,5.326843004839614,4.2077866315388556e-07,1,1,0.07284597467544593,-0.9295716415451682,1
1628,1628.0,16.28,5.499999999999999,4.397773180656155,5.323566604919372,4.2065601018038915e-07,1,1,0.07283535694767236,-0.9257934242632171,1
1629,1629.0,16.29,5.499999999999999,4.39804600039444,5.32112281206123,4.2053264262158446e-07,1,1,0.07282467579862684,-0.9230768116667898,1
1630,1630.0,16.3,5.499999999999999,4.397351493331577,5.3187200492221285,4.20411343824537e-07,1,1,0.0728141722351039,-0.9213685558905516,1
1631,1631.0,16.31,5.499999999999999,4.396835120789537,5.315250579295682,4.2028593279560225e-07,1,1,0.07280331098991398,-0.9184154585061455,1
1632,1632.0,16.32,5.499999999999999,4.397802835766038,5.312515975692886,4.2016395903729686e-07,1,1,0.07279274587561245,-0.9147131399268478,1
1633,1633.0,16.33,5.499999999999999,4.398737461336592,5.310292254631679,4.2003985023617e-07,1,1,0.07278199425417788,-0.9115547932950872,1
1634,1634.0,16.34,5.499999999999999,4.399241999824092,5.306911880029008,4.19918000786675e-07,1,1,0.07277143681637323,-0.9076698802049163,1
1635,1635.0,16.35,5.499999999999999,4.399416280732827,5.302688596767316,4.1979784179605437e-07,1,1,0.07276102434536907,-0.9032723160344895,1
1636,1636.0,16.36,5.499999999999999,4.398976323001876,5.300663782695906,4.196741749781435e-07,1,1,0.07275030634466478,-0.9016874596940303,1
1637,1637.0,16.37,5.499999999999999,4.398770596957303,5.2997641420647845,4.195515105205145e-07,1,1,0.07273967365676508,-0.9009935451074815,1
1638,1638.0,16.38,5.499999999999999,4.39889989336807,5.297647041736203,4.1942661101453395e-07,1,1,0.0727288456352532,-0.8987471483681331,1
1639,1639.0,16.39,5.499999999999999,4.399033074694347,5.295815003976252,4.19304755163487e-07,1,1,0.0727182799260906,-0.8967819292819055,1
1640,1640.0,16.4,5.499999999999999,4.399153064078236,5.292572684025955,4.1918281291875277e-07,1,1,0.07270770518900659,-0.8934196199477187,1
1641,1641.0,16.41,5.499999999999999,4.3963723701667385,5.2908832661460785,4.1905846822449893e-07,1,1,0.07269692052936608,-0.89451089597934,1
1642,1642.0,16.42,5.499999999999999,4.397042724215754,5.2890175569705065,4.189338546583665e-07,1,1,0.07268611094459272,-0.8919748327547525,1
1643,1643.0,16.43,5.499999999999999,4.398312326398487,5.286526361241785,4.188149447892388e-07,1,1,0.07267579462706046,-0.8882140348432985,1
1644,1644.0,16.44,5.499999999999999,4.398629887027209,5.284248725036549,4.1869559251592365e-07,1,1,0.07266543845487507,-0.8856188380093402,1
1645,1645.0,16.45,5.499999999999999,4.397911518663596,5.282924160193756,4.185732431618977e-07,1,1,0.0726548206943834,-0.8850126415301602,1
1646,1646.0,16.46,5.499999999999999,4.395201803243038,5.281297781261055,4.1844976250934323e-07,1,1,0.07264410318368658,-0.8860959780180169,1
1647,1647.0,16.47,5.499999999999999,4.396251165333593,5.27829564654272,4.183258313025964e-07,1,1,0.07263334497700874,-0.8820444812091264,1
1648,1648.0,16.48,5.499999999999999,4.397270092128712,5.276059441087508,4.182024264388736e-07,1,1,0.07262263087749275,-0.8787893489587963,1
1649,1649.0,16.49,5.499999999999999,4.397257235151419,5.2731195516212725,4.180804002719064e-07,1,1,0.0726120349229265,-0.8758623164698536,1
1650,1650.0,16.5,5.499999999999999,4.397498446311525,5.271665695777631,4.179589772579404e-07,1,1,0.07260148980722488,-0.8741672494661055,1
1651,1651.0,16.51,5.499999999999999,4.398147595379476,5.270511378335591,4.1783671307500686e-07,1,1,0.07259087009145493,-0.872363782956115,1
1652,1652.0,16.52,5.499999999999999,4.399047786143416,5.269607378627435,4.177143255645644e-07,1,1,0.07258023810741428,-0.8705595924840193,1
1653,1653.0,16.53,5.499999999999999,4.399676797273101,5.2665511347514125,4.1759098989929224e-07,1,1,0.07256952217994721,-0.8668743374783112,1
1654,1654.0,16.54,5.499999999999999,4.399909499282729,5.264142955781469,4.1747034437843264e-07,1,1,0.07255903845248808,-0.8642334564987397,1
1655,1655.0,16.55,5.499999999999999,4.399773052784013,5.263093035980001,4.173517238581532e-07,1,1,0.07254872921436475,-0.8633199831959875,1
1656,1656.0,16.56,5.499999999999999,4.399284171712751,5.2626564647298375,4.172323194473419e-07,1,1,0.07253835036906954,-0.8633722930170862,1
1657,1657.0,16.57,5.499999999999999,4.398967039935582,5.260959906412113,4.1711274669125206e-07,1,1,0.07252795540253236,-0.8619928664765313,1
1658,1658.0,16.58,5.499999999999999,4.39824917013995,5.2583624072483355,4.169918795401492e-07,1,1,0.07251744639440769,-0.8601132371083855,1
1659,1659.0,16.59,5.499999999999999,4.397398588661892,5.257009549555117,4.1687456195991335e-07,1,1,0.07250724455328908,-0.8596109608932254,1
1660,1660.0,16.6,5.499999999999999,4.396273526147735,5.255866416510358,4.1675432028233527e-07,1,1,0.07249678694531445,-0.8595928903626229,1
1661,1661.0,16.61,5.499999999999999,4.394670949484213,5.254399996623035,4.1663161180470265e-07,1,1,0.07248611324038615,-0.8597290471388224,1
1662,1662.0,16.62,5.499999999999999,4.394721073445872,5.251960633335068,4.165110917301034e-07,1,1,0.07247562836190781,-0.8572395598891962,1
1663,1663.0,16.63,5.499999999999999,4.394509055608552,5.249307968161561,4.163916438790875e-07,1,1,0.07246523526675175,-0.8547989125530089,1
1664,1664.0,16.64,5.499999999999999,4.393960026605551,5.248017667298582,4.1627249225920484e-07,1,1,0.07245486646124337,-0.8540576406930303,1
1665,1665.0,16.65,5.499999999999999,4.392761663128064,5.244662608911633,4.1615175407574596e-07,1,1,0.0724443580760514,-0.8519009457835693,1
1666,1666.0,16.66,5.499999999999999,4.392157955968245,5.2410282785354925,4.16030063107195e-07,1,1,0.07243376522309768,-0.8488703225672474,1
1667,1667.0,16.67,5.499999999999999,4.392761969590383,5.238117503110676,4.1590974567237465e-07,1,1,0.07242329040914088,-0.8453555335202925,1
1668,1668.0,16.68,5.499999999999999,4.393181417636465,5.235974726597953,4.1578943692376853e-07,1,1,0.07241281483634313,-0.8427933089614879,1
1669,1669.0,16.69,5.499999999999999,4.393442785713886,5.23348000052296,4.156705416589598e-07,1,1,0.07240246084993214,-0.8400372148090733,1
1670,1670.0,16.7,5.499999999999999,4.393297065352379,5.231435673877335,4.155486770609634e-07,1,1,0.07239184674249552,-0.8381386085249556,1
1671,1671.0,16.71,5.499999999999999,4.392489331053221,5.229466534480317,4.154280535959424e-07,1,1,0.07238133920192401,-0.8369772034270966,1
1672,1672.0,16.72,5.499999999999999,4.393121846120964,5.224905286412233,4.1530946839551495e-07,1,1,0.07237100772795896,-0.8317834402912689,1
1673,1673.0,16.73,5.499999999999999,4.394019820172364,5.222450062400274,4.1518905651813425e-07,1,1,0.07236051559943084,-0.8284302422279097,1
1674,1674.0,16.74,5.499999999999999,4.394703172862452,5.221257898729681,4.1506848948684393e-07,1,1,0.07235000842701532,-0.8265547258672292,1
1675,1675.0,16.75,5.499999999999999,4.394603439105534,5.219216357285665,4.1494762621340636e-07,1,1,0.0723394739059207,-0.8246129181801312,1
1676,1676.0,16.76,5.499999999999999,4.393594210997659,5.216763996934804,4.1482929924921707e-07,1,1,0.07232915896481862,-0.8231697859371456,1
1677,1677.0,16.77,5.499999999999999,4.3941910434652405,5.213362615601828,4.147105763974004e-07,1,1,0.07231880803429454,-0.8191715721365878,1
1678,1678.0,16.78,5.499999999999999,4.394685201325016,5.21161456572094,4.145899704603939e-07,1,1,0.07230829140856507,-0.8169293643959241,1
1679,1679.0,16.79,5.499999999999999,4.394883449705409,5.2088797640415505,4.1446774485970917e-07,1,1,0.07229763199027643,-0.8139963143361415,1
1680,1680.0,16.8,5.499999999999999,4.394570571275854,5.204812675190368,4.1434911608028837e-07,1,1,0.07228728475128318,-0.810242103914514,1
1681,1681.0,16.81,5.499999999999999,4.393008607276068,5.202731831699542,4.14232734924305e-07,1,1,0.07227713211879916,-0.8097232244234744,1
1682,1682.0,16.82,5.499999999999999,4.393240972048569,5.198999655696243,4.141145021746725e-07,1,1,0.07226681650005282,-0.8057586836476736,1
1683,1683.0,16.83,5.499999999999999,4.393215892063042,5.197485626814156,4.1399467529353094e-07,1,1,0.07225636029325688,-0.8042697347511139,1
1684,1684.0,16.84,5.499999999999999,4.393148698327765,5.193445261820117,4.1387914014388485e-07,1,1,0.07224627715400805,-0.8002965634923527,1
1685,1685.0,16.85,5.499999999999999,4.392667719120099,5.190457689713896,4.1376340547130304e-07,1,1,0.07223617519061441,-0.7977899705937972,1
1686,1686.0,16.86,5.499999999999999,4.391787321378662,5.187132629726843,4.1364397815757785e-07,1,1,0.07222574943177755,-0.795345308348181,1
1687,1687.0,16.87,5.499999999999999,4.39116808704732,5.185047552409167,4.1352465298194206e-07,1,1,0.07221533108614483,-0.7938794653618473,1
1688,1688.0,16.88,5.499999999999999,4.390813819741829,5.183110567778596,4.1340530544361043e-07,1,1,0.07220490928434191,-0.7922967480367671,1
1689,1689.0,16.89,5.499999999999999,4.390373498742297,5.179131362259245,4.132866239646769e-07,1,1,0.07219454415304584,-0.7887578635169481,1
1690,1690.0,16.9,5.499999999999999,4.389936475376174,5.176541702064886,4.131667918078349e-07,1,1,0.07218407701640066,-0.786605226688712,1
1691,1691.0,16.91,5.499999999999999,4.389484232052612,5.174466075762353,4.1305149628145956e-07,1,1,0.07217400471387443,-0.7849818437097404,1
1692,1692.0,16.92,5.499999999999999,4.389504984818693,5.172564834888684,4.12936513175186e-07,1,1,0.07216395830446448,-0.783059850069991,1
1693,1693.0,16.93,5.499999999999999,4.38912007648044,5.170933496090817,4.1282057932241853e-07,1,1,0.072153827409341,-0.7818134196103772,1
1694,1694.0,16.94,5.499999999999999,4.388389247478535,5.168241252314246,4.127039285712849e-07,1,1,0.07214363243208699,-0.7798520048357114,1
1695,1695.0,16.95,5.499999999999999,4.3866359281014695,5.165004568749856,4.1258561966564694e-07,1,1,0.07213329106459247,-0.7783686406483863,1
1696,1696.0,16.96,5.499999999999999,4.38570490598088,5.164037985635012,4.124699457139766e-07,1,1,0.07212317858448779,-0.7783330796541321,1
1697,1697.0,16.97,5.499999999999999,4.386471075122738,5.163049502232463,4.123510513491823e-07,1,1,0.07211278309068125,-0.7765784271097251,1
1698,1698.0,16.98,5.499999999999999,4.387010432646594,5.160790537020137,4.122338694148204e-07,1,1,0.07210253585616447,-0.773780104373543,1
1699,1699.0,16.99,5.499999999999999,4.387660912015494,5.156319564337972,4.121171355533565e-07,1,1,0.07209232635617464,-0.7686586523224781,1
1700,1700.0,17.0,5.499999999999999,4.387121220252571,5.153134472725672,4.1200243887064985e-07,1,1,0.07208229361867217,-0.7660132524731003,1
1701,1701.0,17.01,5.499999999999999,4.386928880104008,5.15391108086487,4.1188854942422395e-07,1,1,0.07207233010978092,-0.7669822007608627,1
