time_s,reference_grade_deg,modern_tcn_delta_deg,qualified_observer_deg,fused_grade_deg,scheduled_grade_deg,effective_gain,correction_deg,innovation_deg,nis,quality_score,p_help,v7_gate,fallback,active
130.22,0.877421482296,0,1.19285451297,0,1.62156818861e-35,0,0,1.19285451297,0.123387334849,0.301353542836,0.851964630596,1,1,0
130.23,0.877774274304,0,1.19326128934,0,1.5838573005e-35,0,0,1.19326128934,0.123699081713,0.3011353796,0.851964630596,1,1,0
130.24,0.878127066312,0,1.19419852985,0,1.54614641239e-35,0,0,1.19419852985,0.12384177314,0.301325766541,0.851964630596,1,1,0
130.25,0.87847985832,0,1.19507995543,0,1.50843552429e-35,0,0,1.19507995543,0.123909903502,0.307899418779,0.851964630596,1,1,0
130.26,0.878832100961,0,1.19461253704,0,1.47491473486e-35,0,0,1.19461253704,0.124120590047,0.326579015298,0.851964630596,1,1,0
130.27,0.879184343601,0,1.19421863761,0,1.44139394543e-35,0,0,1.19421863761,0.123794523265,0.460679389376,0.851964630596,1,1,0
130.28,0.879536586241,0,1.19474423419,0,1.407873156e-35,0,0,1.19474423419,0.124032921174,0.30050958463,0.851964630596,1,1,0
130.29,0.879888828882,0,1.1944519754,0,1.37435236657e-35,0,0,1.1944519754,0.123580043024,0.371591564631,0.851964630596,1,1,0
130.3,0.880241071522,0,1.19455014166,0,1.34083157714e-35,0,0,1.19455014166,0.123783531327,0.300243209673,0.851964630596,1,1,0
130.31,0.880592761052,0,1.19288205061,0,1.31103531987e-35,0,0,1.19288205061,0.123279434892,0.326442034277,0.851964630596,1,1,0
130.32,0.880944450582,0,1.19387224439,0,1.2812390626e-35,0,0,1.19387224439,0.123895350153,0.300294023271,0.851964630596,1,1,0
130.33,0.881296140112,0,1.19501474653,0,1.25144280533e-35,0,0,1.19501474653,0.123779403024,0.300684645059,0.851964630596,1,1,0
130.34,0.881647829642,0,1.19521770089,0,1.22164654806e-35,0,0,1.19521770089,0.12406747836,0.300663314353,0.851964630596,1,1,0
130.35,0.881999519172,0,1.19582216213,0,1.19185029079e-35,0,0,1.19582216213,0.124311681772,0.331141184892,0.851964630596,1,1,0
130.36,0.88235065185,0,1.19531215666,0,1.16536472878e-35,0,0,1.19531215666,0.12408571121,0.300575965705,0.851964630596,1,1,0
130.37,0.882701784528,0,1.19607243467,0,1.13887916676e-35,0,0,1.19607243467,0.124387272415,0.300642250812,0.851964630596,1,1,0
130.38,0.883052917205,0,1.19541461574,0,1.11239360474e-35,0,0,1.19541461574,0.123960985927,0.300532948757,0.851964630596,1,1,0
130.39,0.883404049883,0,1.19501602534,0,1.08590804272e-35,0,0,1.19501602534,0.124130645934,0.300411324175,0.851964630596,1,1,0
130.4,0.88375518256,0,1.19713026815,0,1.05942248071e-35,0,0,1.19713026815,0.124160509628,0.300378640933,0.851964630596,1,1,0
130.41,0.884105754643,0,1.19798076478,0,1.03587975891e-35,0,0,1.19798076478,0.124717662692,0.300280348964,0.851964630596,1,1,0
130.42,0.884456326726,0,1.19969511692,0,1.01233703712e-35,0,0,1.19969511692,0.125005594206,0.30024193094,0.851964630596,1,1,0
130.43,0.884806898809,0,1.20028870756,0,9.88794315325e-36,0,0,1.20028870756,0.125228985917,0.300245791834,0.851964630596,1,1,0
130.44,0.885157470891,0,1.19993644788,0,9.65251593532e-36,0,0,1.19993644788,0.125298359685,0.300263686755,0.851964630596,1,1,0
130.45,0.885508042974,0,1.20236489127,0,9.41708871738e-36,0,0,1.20236489127,0.125458171403,0.398791989724,0.851964630596,1,1,0
130.46,0.88585805072,0,1.2018815611,0,9.20782007922e-36,0,0,1.2018815611,0.125558953105,0.367042630817,0.851964630596,1,1,0
130.47,0.886208058466,0,1.20254891835,0,8.99855144105e-36,0,0,1.20254891835,0.12552696874,0.300252114945,0.851964630596,1,1,0
130.48,0.886558066211,0,1.20313851147,0,8.78928280289e-36,0,0,1.20313851147,0.125991050103,0.300227953323,0.851964630596,1,1,0
130.49,0.886908073957,0,1.20395313372,0,8.58001416472e-36,0,0,1.20395313372,0.125639668648,0.300305227126,0.851964630596,1,1,0
130.5,0.887258081703,0,1.20506423276,0,8.37074552656e-36,0,0,1.20506423276,0.126042430434,0.300349083754,0.846235648483,1,1,0
130.51,0.887607521369,0,1.20517695511,0,8.1847289593e-36,0,0,1.20517695511,0.126047073531,0.43029424719,0.851964630596,1,1,0
130.52,0.887956961036,0,1.20306162931,0,7.99871239205e-36,0,0,1.20306162931,0.12569593422,0.300082564254,0.851964630596,1,1,0
130.53,0.888306400702,0,1.20239987872,0,7.81269582479e-36,0,0,1.20239987872,0.125727824837,0.300020304047,0.851964630596,1,1,0
130.54,0.888655840368,0,1.20416469901,0,7.62667925753e-36,0,0,1.20416469901,0.125907292499,0.299941355497,0.851964630596,1,1,0
130.55,0.889005280035,0,1.20399828574,0,7.44066269028e-36,0,0,1.20399828574,0.12603453481,0.311485689317,0.851964630596,1,1,0
130.56,0.889354147879,0,1.20349387091,0,7.27531463049e-36,0,0,1.20349387091,0.125601746257,0.299749457539,0.851964630596,1,1,0
130.57,0.889703015724,0,1.2037014757,0,7.10996657071e-36,0,0,1.2037014757,0.125852750946,0.299580682222,0.851964630596,1,1,0
130.58,0.890051883569,0,1.20461475123,0,6.94461851092e-36,0,0,1.20461475123,0.126147441506,0.299333922353,0.851964630596,1,1,0
130.59,0.890400751413,0,1.20609983309,0,6.77927045114e-36,0,0,1.20609983309,0.126193330259,0.299438374763,0.851964630596,1,1,0
130.6,0.890749619258,0,1.20701773189,0,6.61392239136e-36,0,0,1.20701773189,0.126533641291,0.299340395542,0.849962806507,1,1,0
130.61,0.891097911539,0,1.20655527772,0,6.46694633822e-36,0,0,1.20655527772,0.126539719991,0.299241334463,0.849962806507,1,1,0
130.62,0.89144620382,0,1.20639588066,0,6.31997028507e-36,0,0,1.20639588066,0.126398390651,0.342971834178,0.851964630596,1,1,0
130.63,0.8917944961,0,1.20611759346,0,6.17299423193e-36,0,0,1.20611759346,0.126191726905,0.358671773345,0.851964630596,1,1,0
130.64,0.892142788381,0,1.20625576815,0,6.02601817879e-36,0,0,1.20625576815,0.126278142154,0.444241465592,0.851964630596,1,1,0
130.65,0.892491080662,0,1.2066864821,0,5.87904212565e-36,0,0,1.2066864821,0.126185160082,0.299659068921,0.846235648483,1,1,0
130.66,0.892838793636,0,1.20668206388,0,5.74839674508e-36,0,0,1.20668206388,0.126538055592,0.299649379342,0.851964630596,1,1,0
130.67,0.893186506611,0,1.20651878981,0,5.61775136451e-36,0,0,1.20651878981,0.126540887665,0.335346144947,0.851964630596,1,1,0
130.68,0.893534219585,0,1.20654954088,0,5.48710598394e-36,0,0,1.20654954088,0.126467036048,0.311225517985,0.851964630596,1,1,0
130.69,0.89388193256,0,1.20777763559,0,5.35646060337e-36,0,0,1.20777763559,0.126578738761,0.299743745652,0.851964630596,1,1,0
130.7,0.894229645534,0,1.20853809708,0,5.2258152228e-36,0,0,1.20853809708,0.126667197677,0.299749643842,0.851964630596,1,1,0
130.71,0.89457677546,0,1.20883880698,0,5.10968599563e-36,0,0,1.20883880698,0.127080696914,0.299559163801,0.851964630596,1,1,0
130.72,0.894923905386,0,1.20922479498,0,4.99355676845e-36,0,0,1.20922479498,0.126841328637,0.343850567304,0.851964630596,1,1,0
130.73,0.895271035312,0,1.20922730922,0,4.87742754128e-36,0,0,1.20922730922,0.127109696437,0.298916993804,0.851964630596,1,1,0
130.74,0.895618165238,0,1.20980735081,0,4.76129831411e-36,0,0,1.20980735081,0.126962310511,0.298675453196,0.851964630596,1,1,0
130.75,0.895965295164,0,1.20944827824,0,4.64516908693e-36,0,0,1.20944827824,0.126980578778,0.298382062812,0.851964630596,1,1,0
130.76,0.896311838299,0,1.2080135955,0,4.54194310722e-36,0,0,1.2080135955,0.12663168709,0.343652584281,0.851964630596,1,1,0
130.77,0.896658381435,0,1.20823601458,0,4.43871712751e-36,0,0,1.20823601458,0.126399578781,0.297608677,0.851964630596,1,1,0
130.78,0.89700492457,0,1.20894314636,0,4.3354911478e-36,0,0,1.20894314636,0.126722824563,0.297410520231,0.851964630596,1,1,0
130.79,0.897351467705,0,1.21018362918,0,4.2322651681e-36,0,0,1.21018362918,0.126603170429,0.297254078984,0.851964630596,1,1,0
130.8,0.89769801084,0,1.21052137021,0,4.12903918839e-36,0,0,1.21052137021,0.127155706107,0.297083938278,0.851964630596,1,1,0
130.81,0.898043963442,0,1.20981002633,0,4.03728276198e-36,0,0,1.20981002633,0.126844993164,0.296779686313,0.851964630596,1,1,0
130.82,0.898389916044,0,1.20898442842,0,3.94552633557e-36,0,0,1.20898442842,0.126870753448,0.368751583279,0.851964630596,1,1,0
130.83,0.898735868646,0,1.21031192356,0,3.85376990916e-36,0,0,1.21031192356,0.127151723597,0.296265748004,0.851964630596,1,1,0
